student_id,attendance,marks,assignment,lms,risk_score,risk_label
9387,87,95,92,45,13.8,Low
9388,73,96,58,32,27.2,Low
9389,53,99,92,52,25.5,Low
9390,62,63,72,88,33.1,Medium
9391,83,42,41,33,42.7,Medium
9392,40,74,30,58,50.0,Medium
9393,97,70,58,59,22.7,Low
9394,62,34,58,42,49.2,Medium
9395,86,41,74,70,31.5,Medium
9396,54,70,79,23,39.3,Medium
9397,76,43,78,61,35.0,Medium
9398,96,79,85,98,11.1,Low
9399,45,38,62,24,55.8,Medium
9400,50,52,92,42,41.8,Medium
9401,43,77,54,68,42.1,Medium
9402,44,79,62,30,43.3,Medium
9403,92,62,81,61,22.3,Low
9404,92,52,40,88,30.8,Medium
9405,70,72,82,27,31.3,Medium
9406,45,76,91,61,34.9,Medium
9407,51,30,89,47,48.1,Medium
9408,53,83,67,29,37.6,Medium
9409,52,72,79,31,38.7,Medium
9410,47,40,36,27,59.3,Medium
9411,96,36,90,81,24.7,Low
9412,45,96,75,33,34.9,Medium
9413,97,78,89,87,11.3,Low
9414,50,83,46,26,43.3,Medium
9415,70,93,96,81,16.8,Low
9416,43,40,82,57,48.7,Medium
9417,74,79,44,45,33.4,Medium
9418,98,89,77,99,8.8,Low
9419,41,90,98,98,27.2,Low
9420,83,95,46,41,25.0,Low
9421,56,71,48,77,39.0,Medium
9422,79,94,94,37,17.7,Low
9423,57,98,56,31,33.5,Medium
9424,92,30,80,46,33.6,Medium
9425,86,50,57,50,34.2,Medium
9426,92,83,55,83,19.0,Low
9427,98,72,79,85,14.9,Low
9428,88,56,44,71,32.1,Medium
9429,47,70,54,83,41.1,Medium
9430,58,59,75,29,41.2,Medium
9431,61,41,58,95,42.2,Medium
9432,62,58,91,33,36.3,Medium
9433,70,64,88,51,30.1,Medium
9434,44,37,71,87,48.4,Medium
9435,71,44,85,83,33.1,Medium
9436,43,66,74,65,41.7,Medium
9437,89,35,70,62,33.7,Medium
9438,88,76,54,31,28.1,Low
9439,49,60,92,29,41.1,Medium
9440,49,52,67,22,49.2,Medium
9441,74,41,31,41,47.8,Medium
9442,78,82,33,43,33.3,Medium
9443,95,82,31,59,25.3,Low
9444,70,63,45,83,35.8,Medium
9445,52,61,82,85,36.0,Medium
9446,88,38,68,85,31.3,Medium
9447,89,86,31,36,28.8,Low
9448,48,74,42,29,47.3,Medium
9449,95,40,59,70,31.2,Medium
9450,86,51,41,56,36.5,Medium
9451,64,66,33,78,40.2,Medium
9452,76,45,51,44,41.5,Medium
9453,95,85,91,62,12.1,Low
9454,49,62,75,41,42.7,Medium
9455,46,74,97,50,35.0,Medium
9456,48,99,83,35,31.0,Medium
9457,96,31,69,85,30.0,Low
9458,57,50,58,35,47.1,Medium
9459,49,81,66,65,36.4,Medium
9460,97,73,45,46,25.7,Low
9461,98,57,50,95,24.2,Low
9462,41,43,31,58,58.7,Medium
9463,76,91,54,58,25.7,Low
9464,40,78,49,50,45.8,Medium
9465,98,72,92,23,18.5,Low
9466,81,53,41,28,40.7,Medium
9467,54,83,74,76,31.1,Medium
9468,94,48,78,54,27.0,Low
9469,67,39,65,55,43.0,Medium
9470,66,85,45,90,30.1,Medium
9471,74,46,32,63,43.9,Medium
9472,45,37,73,29,53.4,Medium
9473,47,54,57,30,50.6,Medium
9474,90,31,89,82,28.7,Low
9475,58,98,43,88,30.0,Medium
9476,96,74,87,98,12.2,Low
9477,55,91,50,34,37.3,Medium
9478,69,82,44,37,35.3,Medium
9479,78,37,64,44,40.5,Medium
9480,56,98,86,55,25.5,Low
9481,90,67,63,60,25.3,Low
9482,43,45,38,82,53.5,Medium
9483,89,90,64,41,20.5,Low
9484,45,56,34,56,52.8,Medium
9485,77,39,35,79,42.6,Medium
9486,66,95,32,71,31.6,Medium
9487,74,61,35,50,40.1,Medium
9488,73,32,45,74,44.8,Medium
9489,64,53,79,87,34.0,Medium
9490,93,85,31,27,28.4,Low
9491,82,42,84,84,29.4,Low
9492,74,98,94,30,19.2,Low
9493,50,42,99,63,41.3,Medium
9494,42,63,95,34,41.9,Medium
9495,41,39,72,66,50.9,Medium
9496,40,74,41,33,50.3,Medium
9497,83,68,87,21,26.9,Low
9498,97,60,54,32,29.2,Low
9499,51,72,44,55,43.7,Medium
9500,94,74,90,56,16.6,Low
9501,47,59,81,35,43.8,Medium
9502,75,71,35,37,38.0,Medium
9503,57,49,79,83,38.4,Medium
9504,80,55,42,66,36.5,Medium
9505,48,30,65,97,49.1,Medium
9506,77,70,65,93,25.9,Low
9507,72,62,80,24,34.2,Medium
9508,41,73,67,24,45.9,Medium
9509,81,78,45,22,33.0,Medium
9510,44,89,74,67,34.2,Medium
9511,86,37,90,95,27.0,Low
9512,57,61,42,34,47.1,Medium
9513,68,69,63,47,34.8,Medium
9514,99,87,37,36,23.3,Low
9515,71,40,87,49,37.3,Medium
9516,57,69,47,56,41.5,Medium
9517,76,46,88,72,31.0,Medium
9518,40,51,84,62,45.7,Medium
9519,85,36,74,33,37.1,Medium
9520,59,45,70,66,42.3,Medium
9521,65,95,95,87,17.8,Low
9522,69,55,57,68,37.7,Medium
9523,47,46,68,81,45.7,Medium
9524,66,93,94,88,18.1,Low
9525,46,95,64,37,36.6,Medium
9526,71,82,85,87,21.3,Low
9527,99,45,61,80,26.7,Low
9528,85,96,86,82,11.8,Low
9529,43,73,82,84,36.1,Medium
9530,44,88,97,84,28.2,Low
9531,41,97,91,93,27.0,Low
9532,52,38,31,50,56.6,Medium
9533,91,86,60,51,20.7,Low
9534,48,47,74,78,44.1,Medium
9535,73,66,89,50,28.2,Low
9536,73,93,31,96,27.1,Low
9537,95,43,57,31,34.6,Medium
9538,69,56,82,52,34.0,Medium
9539,69,30,33,26,54.2,Medium
9540,62,44,81,72,38.6,Medium
9541,65,72,63,67,33.1,Medium
9542,69,78,57,25,35.1,Medium
9543,96,84,91,59,12.3,Low
9544,43,73,49,99,41.2,Medium
9545,82,72,76,88,21.6,Low
9546,67,94,99,51,20.1,Low
9547,80,42,30,41,45.3,Medium
9548,92,82,77,69,16.3,Low
9549,84,85,66,73,20.4,Low
9550,53,80,54,82,35.8,Medium
9551,66,51,42,79,42.0,Medium
9552,84,97,57,58,20.1,Low
9553,64,91,58,23,33.2,Medium
9554,74,80,70,73,25.1,Low
9555,88,82,81,93,14.7,Low
9556,65,73,63,82,31.3,Medium
9557,77,66,63,50,31.8,Medium
9558,95,94,95,33,11.5,Low
9559,71,68,90,94,23.8,Low
9560,55,49,87,64,39.5,Medium
9561,62,77,64,76,31.7,Medium
9562,73,78,39,68,32.8,Medium
9563,51,49,95,34,42.5,Medium
9564,78,72,47,31,34.7,Medium
9565,78,93,87,33,20.2,Low
9566,57,73,75,63,34.0,Medium
9567,68,41,99,45,36.2,Medium
9568,83,78,33,43,32.5,Medium
9569,60,75,85,53,31.2,Medium
9570,84,68,96,85,18.3,Low
9571,76,61,60,49,34.4,Medium
9572,48,74,78,23,40.7,Medium
9573,87,87,96,94,10.5,Low
9574,45,61,53,58,47.3,Medium
9575,70,81,95,59,22.8,Low
9576,91,55,49,34,33.9,Medium
9577,87,94,43,63,22.1,Low
9578,91,93,71,54,16.1,Low
9579,42,67,96,92,34.7,Medium
9580,60,74,93,85,26.7,Low
9581,64,52,88,68,34.4,Medium
9582,84,95,85,37,17.2,Low
9583,53,62,69,90,37.4,Medium
9584,59,73,39,46,42.1,Medium
9585,73,41,37,31,48.0,Medium
9586,78,51,65,92,31.3,Medium
9587,68,63,47,55,39.0,Medium
9588,56,88,90,65,26.7,Low
9589,59,63,67,22,41.9,Medium
9590,76,76,78,27,28.5,Low
9591,55,39,69,55,47.0,Medium
9592,77,47,66,41,37.8,Medium
9593,94,47,60,43,32.0,Medium
9594,78,74,62,30,31.2,Medium
9595,50,98,30,55,39.1,Medium
9596,81,91,69,49,21.6,Low
9597,94,98,85,50,11.0,Low
9598,91,70,83,34,22.6,Low
9599,98,85,97,36,12.3,Low
9600,59,85,92,28,29.7,Low
9601,93,44,46,22,38.2,Medium
9602,81,69,32,46,35.9,Medium
9603,98,39,94,33,27.0,Low
9604,82,42,40,88,37.8,Medium
9605,49,42,46,89,49.7,Medium
9606,53,74,99,41,32.7,Medium
9607,49,81,30,36,46.5,Medium
9608,69,98,30,58,31.2,Medium
9609,41,54,69,31,50.5,Medium
9610,99,65,31,91,25.6,Low
9611,93,54,50,92,27.4,Low
9612,95,31,49,32,39.7,Medium
9613,59,97,56,84,27.7,Low
9614,72,46,82,68,34.2,Medium
9615,74,69,54,57,33.2,Medium
9616,98,98,33,24,22.4,Low
9617,70,85,49,68,29.9,Low
9618,93,97,74,45,14.4,Low
9619,76,64,60,63,32.1,Medium
9620,66,68,94,41,30.3,Medium
9621,80,87,36,23,32.4,Medium
9622,40,74,33,42,51.0,Medium
9623,57,65,89,55,34.4,Medium
9624,98,30,68,96,28.6,Low
9625,71,34,64,47,43.9,Medium
9626,63,94,64,74,26.4,Low
9627,72,50,46,53,41.7,Medium
9628,57,53,67,82,39.7,Medium
9629,47,62,71,59,42.5,Medium
9630,47,31,59,43,55.8,Medium
9631,94,43,80,45,29.0,Low
9632,93,69,94,83,15.0,Low
9633,56,64,68,39,40.9,Medium
9634,82,69,88,89,20.0,Low
9635,70,94,90,74,18.4,Low
9636,70,84,87,77,21.7,Low
9637,94,84,91,38,15.2,Low
9638,74,40,78,55,37.3,Medium
9639,65,72,41,62,38.0,Medium
9640,58,40,88,30,44.2,Medium
9641,49,80,54,77,37.9,Medium
9642,58,85,37,70,36.9,Medium
9643,60,50,88,79,35.5,Medium
9644,97,73,76,84,15.7,Low
9645,52,91,66,86,30.1,Medium
9646,55,95,71,42,31.1,Medium
9647,61,33,92,95,37.8,Medium
9648,82,32,89,67,33.1,Medium
9649,78,52,87,37,32.1,Medium
9650,61,81,93,28,29.9,Low
9651,51,70,45,94,40.2,Medium
9652,90,78,34,32,30.6,Medium
9653,45,76,49,78,41.6,Medium
9654,61,55,89,85,32.8,Medium
9655,94,32,37,57,39.7,Medium
9656,62,61,63,97,34.6,Medium
9657,83,51,95,66,25.9,Low
9658,66,31,96,35,41.6,Medium
9659,57,96,38,60,34.8,Medium
9660,48,36,72,21,53.5,Medium
9661,57,33,86,54,44.7,Medium
9662,61,31,85,95,39.8,Medium
9663,91,75,71,51,21.8,Low
9664,42,37,50,55,56.6,Medium
9665,98,95,42,92,14.7,Low
9666,87,89,62,26,23.5,Low
9667,98,72,46,81,21.9,Low
9668,88,98,44,91,17.5,Low
9669,88,54,36,76,33.8,Medium
9670,81,86,76,27,23.9,Low
9671,69,93,59,84,24.3,Low
9672,65,82,59,89,28.7,Low
9673,59,74,50,28,41.4,Medium
9674,72,77,57,49,31.8,Medium
9675,52,90,51,31,38.9,Medium
9676,89,34,59,25,39.9,Medium
9677,87,77,89,29,21.4,Low
9678,93,40,69,76,29.4,Low
9679,78,83,82,25,25.0,Low
9680,84,35,35,65,42.4,Medium
9681,57,37,67,66,46.1,Medium
9682,69,52,78,65,34.7,Medium
9683,44,32,60,31,57.7,Medium
9684,62,63,83,48,34.9,Medium
9685,54,84,79,32,34.2,Medium
9686,76,58,48,65,36.1,Medium
9687,89,67,98,85,16.2,Low
9688,56,53,78,86,37.5,Medium
9689,55,36,87,28,47.0,Medium
9690,71,86,37,94,29.0,Low
9691,57,54,69,32,44.0,Medium
9692,40,71,76,31,44.4,Medium
9693,55,97,33,59,36.4,Medium
9694,42,86,67,68,37.2,Medium
9695,69,89,70,73,24.4,Low
9696,79,35,72,90,34.5,Medium
9697,85,44,54,79,34.1,Medium
9698,98,41,81,71,25.2,Low
9699,74,59,87,22,33.1,Medium
9700,53,70,70,74,36.4,Medium
9701,90,54,38,40,36.2,Medium
9702,99,89,74,63,12.6,Low
9703,70,58,41,72,39.2,Medium
9704,43,69,85,97,35.4,Medium
9705,73,76,73,35,29.9,Low
9706,94,78,96,62,13.6,Low
9707,92,41,47,58,35.7,Medium
9708,75,55,90,96,25.9,Low
9709,99,46,56,29,32.5,Medium
9710,59,56,71,21,43.3,Medium
9711,44,72,52,40,46.4,Medium
9712,51,38,38,31,57.5,Medium
9713,90,56,59,23,33.1,Medium
9714,77,96,79,81,16.5,Low
9715,54,42,60,45,49.3,Medium
9716,87,51,87,87,23.8,Low
9717,52,56,58,42,46.6,Medium
9718,78,95,83,48,18.9,Low
9719,82,71,56,94,25.3,Low
9720,89,36,54,88,34.0,Medium
9721,68,34,94,54,38.4,Medium
9722,60,49,82,86,36.3,Medium
9723,72,54,37,50,42.6,Medium
9724,83,78,34,30,33.6,Medium
9725,46,60,55,36,49.0,Medium
9726,54,48,82,79,39.7,Medium
9727,88,68,84,30,24.6,Low
9728,77,75,77,31,28.2,Low
9729,96,52,85,22,26.8,Low
9730,96,34,98,63,25.5,Low
9731,85,92,41,50,25.2,Low
9732,42,35,36,69,58.6,Medium
9733,96,93,41,49,20.6,Low
9734,92,59,31,23,37.0,Medium
9735,49,42,62,73,48.1,Medium
9736,67,61,61,80,34.7,Medium
9737,87,85,40,88,22.9,Low
9738,69,56,52,61,39.1,Medium
9739,74,41,49,75,40.8,Medium
9740,45,30,97,86,45.0,Medium
9741,96,86,77,52,15.2,Low
9742,64,89,32,64,34.9,Medium
9743,82,54,92,93,23.3,Low
9744,85,35,49,82,37.5,Medium
9745,50,59,92,87,35.2,Medium
9746,85,45,54,22,39.5,Medium
9747,52,39,50,82,49.3,Medium
9748,44,46,92,87,41.5,Medium
9749,94,66,91,82,16.2,Low
9750,73,81,37,28,36.3,Medium
9751,76,55,86,65,29.4,Low
9752,76,75,65,79,26.2,Low
9753,69,49,87,66,33.7,Medium
9754,78,50,69,37,36.3,Medium
9755,50,88,59,25,39.3,Medium
9756,82,88,48,20,29.2,Low
9757,75,75,89,43,25.4,Low
9758,74,60,68,64,32.4,Medium
9759,98,93,61,66,14.1,Low
9760,52,77,46,65,40.4,Medium
9761,61,73,53,64,36.7,Medium
9762,46,62,92,48,39.8,Medium
9763,71,88,86,56,22.4,Low
9764,52,71,58,95,36.8,Medium
9765,82,62,74,60,27.8,Low
9766,42,73,87,58,38.1,Medium
9767,91,48,48,35,36.1,Medium
9768,63,33,70,80,42.9,Medium
9769,64,98,59,35,29.7,Low
9770,50,34,32,90,54.4,Medium
9771,89,45,70,60,30.9,Medium
9772,51,44,96,58,41.4,Medium
9773,94,90,60,75,15.9,Low
9774,80,45,74,27,37.0,Medium
9775,93,65,58,72,24.5,Low
9776,44,88,81,44,35.4,Medium
9777,74,31,37,71,46.6,Medium
9778,57,36,82,96,40.4,Medium
9779,44,56,58,98,44.2,Medium
9780,66,40,71,39,43.5,Medium
9781,80,54,68,73,30.9,Medium
9782,47,95,96,93,24.2,Low
9783,42,53,65,70,47.3,Medium
9784,93,31,36,61,40.2,Medium
9785,74,52,52,65,37.9,Medium
9786,73,71,31,20,41.3,Medium
9787,83,38,39,81,39.5,Medium
9788,60,56,31,21,50.9,Medium
9789,69,91,59,88,24.5,Low
9790,84,50,98,71,24.7,Low
9791,42,42,50,65,54.1,Medium
9792,54,76,51,22,43.2,Medium
9793,89,35,72,99,29.6,Low
9794,91,84,49,75,21.1,Low
9795,50,43,90,52,43.9,Medium
9796,52,69,69,88,35.9,Medium
9797,66,44,71,80,38.2,Medium
9798,86,57,78,24,30.5,Medium
9799,79,85,77,87,18.8,Low
9800,88,95,41,60,22.1,Low
9801,93,93,52,44,20.1,Low
9802,94,41,91,40,27.9,Low
9803,54,32,33,80,54.2,Medium
9804,70,56,56,47,39.3,Medium
9805,43,62,54,65,46.9,Medium
9806,54,94,95,55,25.7,Low
9807,82,94,69,35,21.7,Low
9808,89,75,59,29,27.2,Low
9809,61,73,56,38,38.7,Medium
9810,76,97,73,66,19.3,Low
9811,45,94,45,78,37.0,Medium
9812,80,61,63,58,31.3,Medium
9813,89,88,75,67,16.3,Low
9814,84,32,90,63,32.5,Medium
9815,56,55,31,66,48.3,Medium
9816,47,63,77,32,43.7,Medium
9817,60,63,37,83,41.4,Medium
9818,59,34,67,72,45.6,Medium
9819,42,86,43,75,41.3,Medium
9820,72,85,56,90,25.5,Low
9821,75,66,30,35,40.7,Medium
9822,58,30,79,85,43.5,Medium
9823,91,82,56,42,23.6,Low
9824,87,92,55,56,21.0,Low
9825,97,94,38,22,23.2,Low
9826,57,86,99,31,28.5,Low
9827,42,71,52,30,48.5,Medium
9828,94,82,30,94,22.4,Low
9829,49,37,43,70,53.7,Medium
9830,82,62,42,75,32.7,Medium
9831,46,53,59,93,44.6,Medium
9832,61,54,85,36,38.8,Medium
9833,89,36,30,61,41.5,Medium
9834,85,99,65,55,17.8,Low
9835,47,65,80,78,37.9,Medium
9836,61,61,33,90,41.7,Medium
9837,49,63,82,78,37.3,Medium
9838,87,73,43,93,25.4,Low
9839,65,82,86,61,26.1,Low
9840,58,75,79,51,33.4,Medium
9841,94,90,88,23,15.5,Low
9842,47,93,36,88,37.3,Medium
9843,54,32,72,53,49.1,Medium
9844,44,77,52,67,42.2,Medium
9845,89,61,49,35,32.8,Medium
9846,68,43,40,39,48.0,Medium
9847,59,39,50,49,49.8,Medium
9848,49,85,41,74,39.3,Medium
9849,67,95,68,34,27.7,Low
9850,60,67,54,89,36.2,Medium
9851,42,86,62,64,38.6,Medium
9852,53,46,60,59,47.1,Medium
9853,94,64,59,43,27.1,Low
9854,72,31,82,60,39.5,Medium
9855,55,54,80,64,39.4,Medium
9856,98,86,34,51,23.1,Low
9857,90,58,53,90,27.0,Low
9858,93,79,86,78,14.1,Low
9859,45,94,99,20,32.0,Medium
9860,52,74,48,25,44.9,Medium
9861,82,72,38,45,33.5,Medium
9862,77,81,70,94,21.5,Low
9863,45,38,65,83,49.3,Medium
9864,92,70,65,40,25.2,Low
9865,88,52,39,27,38.7,Medium
9866,99,76,86,69,13.5,Low
9867,70,43,74,35,40.8,Medium
9868,47,32,39,66,57.2,Medium
9869,60,96,80,49,26.3,Low
9870,59,77,69,68,32.7,Medium
9871,74,67,82,25,31.4,Medium
9872,66,43,53,43,45.8,Medium
9873,79,81,85,57,21.4,Low
9874,51,46,49,97,46.3,Medium
9875,58,87,71,71,29.4,Low
9876,57,58,56,49,43.7,Medium
9877,40,30,44,68,59.4,Medium
9878,86,83,95,38,17.9,Low
9879,94,92,77,51,14.3,Low
9880,44,51,96,66,41.3,Medium
9881,56,83,43,84,35.7,Medium
9882,82,85,87,52,19.1,Low
9883,96,92,76,56,13.2,Low
9884,65,39,68,69,41.8,Medium
9885,73,48,40,71,41.3,Medium
9886,68,36,95,28,40.2,Medium
9887,98,76,59,76,18.6,Low
9888,86,73,35,89,27.8,Low
9889,74,50,90,44,33.0,Medium
9890,57,64,74,24,40.8,Medium
9891,47,56,46,33,51.9,Medium
9892,83,41,65,59,35.6,Medium
9893,40,79,91,80,34.1,Medium
9894,89,52,43,91,31.1,Medium
9895,48,40,65,92,46.6,Medium
9896,60,95,83,58,25.1,Low
9897,41,33,94,72,47.7,Medium
9898,77,98,98,74,12.8,Low
9899,67,58,69,95,32.5,Medium
9900,83,39,77,97,30.0,Medium
9901,98,97,56,55,15.0,Low
9902,55,42,78,53,44.5,Medium
9903,92,80,80,29,20.3,Low
9904,49,62,79,54,40.6,Medium
9905,64,87,85,98,21.5,Low
9906,48,98,71,37,33.5,Medium
9907,84,63,88,45,25.4,Low
9908,65,31,96,23,43.2,Medium
9909,90,41,46,48,37.7,Medium
9910,75,53,72,35,36.2,Medium
9911,86,73,84,46,22.3,Low
9912,67,93,60,59,27.4,Low
9913,74,90,44,67,27.9,Low
9914,85,97,47,28,24.7,Low
9915,41,53,90,32,46.5,Medium
9916,94,80,37,71,23.9,Low
9917,48,54,47,93,45.9,Medium
9918,55,41,41,93,48.2,Medium
9919,64,64,36,62,41.8,Medium
9920,93,69,94,98,13.5,Low
9921,48,37,69,85,47.4,Medium
9922,57,40,86,35,44.5,Medium
9923,97,99,66,58,12.5,Low
9924,79,87,96,39,19.2,Low
9925,60,87,81,61,27.6,Low
9926,46,73,48,46,45.5,Medium
9927,76,84,77,42,24.8,Low
9928,86,41,40,34,41.9,Medium
9929,58,30,35,77,53.1,Medium
9930,66,50,76,24,41.0,Medium
9931,88,50,65,53,31.5,Medium
9932,55,35,96,76,40.7,Medium
9933,47,45,60,79,47.8,Medium
9934,41,97,45,77,37.8,Medium
9935,68,63,93,27,32.6,Medium
9936,56,88,40,44,38.8,Medium
9937,69,70,96,55,26.7,Low
9938,52,46,58,41,49.7,Medium
9939,73,46,93,63,32.1,Medium
9940,41,80,37,61,46.1,Medium
9941,90,97,63,26,19.7,Low
9942,69,67,53,83,33.4,Medium
9943,86,46,75,64,30.4,Medium
9944,70,34,82,28,42.6,Medium
9945,57,57,54,96,39.7,Medium
9946,89,68,59,90,23.2,Low
9947,45,51,43,60,52.1,Medium
9948,61,90,63,66,29.4,Low
9949,45,63,78,85,39.0,Medium
9950,95,36,89,46,28.8,Low
9951,64,90,99,47,22.9,Low
9952,81,66,70,35,30.3,Medium
9953,55,98,92,34,26.8,Low
9954,94,64,52,70,25.8,Low
9955,79,88,95,44,18.6,Low
9956,83,82,42,50,28.8,Low
9957,80,49,36,99,36.2,Medium
9958,85,58,89,95,21.3,Low
9959,63,58,99,88,28.8,Low
9960,87,85,68,41,22.0,Low
9961,61,44,48,55,47.3,Medium
9962,82,86,30,98,25.6,Low
9963,62,68,34,49,43.1,Medium
9964,80,74,37,93,29.1,Low
9965,72,79,35,52,35.3,Medium
9966,49,77,99,42,33.3,Medium
9967,80,84,45,30,30.8,Medium
9968,68,58,65,90,33.4,Medium
9969,99,66,78,56,19.4,Low
9970,87,50,69,28,33.6,Medium
9971,85,80,98,79,14.5,Low
9972,68,63,60,34,38.5,Medium
9973,50,42,38,91,50.7,Medium
9974,61,89,77,20,31.5,Medium
9975,51,51,34,97,47.8,Medium
9976,97,91,97,87,5.8,Low
9977,59,94,81,94,22.6,Low
9978,55,63,73,66,37.9,Medium
9979,49,80,45,78,39.6,Medium
9980,64,51,43,86,41.9,Medium
9981,89,51,91,55,25.4,Low
9982,90,55,59,28,32.9,Medium
9983,92,67,43,91,25.4,Low
9984,59,74,48,94,35.2,Medium
9985,54,79,84,63,31.6,Medium
9986,76,34,74,22,42.4,Medium
9987,71,50,34,86,41.2,Medium
9988,46,62,61,45,46.3,Medium
9989,77,50,84,43,33.1,Medium
9990,69,49,61,52,40.3,Medium
9991,76,32,56,39,44.9,Medium
9992,77,57,73,72,30.3,Medium
9993,85,91,96,70,12.5,Low
9994,68,71,78,77,28.2,Low
9995,56,60,55,32,45.4,Medium
9996,98,61,81,78,18.5,Low
9997,45,76,79,93,34.1,Medium
9998,58,86,87,30,30.6,Medium
9999,89,55,63,82,27.1,Low
10000,57,94,44,54,34.8,Medium
10001,73,62,60,64,33.8,Medium
10002,66,78,86,93,23.7,Low
10003,63,35,83,59,41.8,Medium
10004,82,47,54,82,34.1,Medium
10005,90,72,31,28,33.4,Medium
10006,97,35,33,73,36.8,Medium
10007,56,55,86,32,40.7,Medium
10008,61,31,43,83,49.4,Medium
10009,85,75,40,75,28.0,Low
10010,84,60,64,69,28.7,Low
10011,61,40,36,99,46.5,Medium
10012,87,36,96,99,25.3,Low
10013,66,87,79,97,22.0,Low
10014,86,86,71,24,23.2,Low
10015,90,48,78,23,31.7,Medium
10016,83,39,41,46,42.3,Medium
10017,66,48,59,25,44.9,Medium
10018,44,36,95,94,43.2,Medium
10019,78,86,38,56,29.8,Low
10020,53,45,55,49,49.4,Medium
10021,49,35,94,83,42.8,Medium
10022,46,66,80,88,37.0,Medium
10023,75,85,92,58,20.3,Low
10024,52,84,81,58,32.0,Medium
10025,45,58,95,34,42.2,Medium
10026,71,96,79,51,21.9,Low
10027,96,32,89,20,32.2,Medium
10028,68,39,42,74,45.3,Medium
10029,58,62,69,43,40.1,Medium
10030,65,73,61,58,34.1,Medium
10031,68,50,31,95,42.1,Medium
10032,75,60,95,74,25.6,Low
10033,84,77,51,53,27.8,Low
10034,55,32,84,38,47.8,Medium
10035,71,97,31,66,29.7,Low
10036,87,39,48,87,35.2,Medium
10037,75,34,68,86,37.6,Medium
10038,99,67,63,72,20.5,Low
10039,68,48,43,57,44.1,Medium
10040,71,32,55,81,42.9,Medium
10041,51,31,97,51,45.8,Medium
10042,65,84,48,42,35.0,Medium
10043,58,49,39,81,46.2,Medium
10044,72,80,45,45,33.7,Medium
10045,75,53,35,82,38.9,Medium
10046,66,61,40,61,41.2,Medium
10047,91,47,78,41,29.8,Low
10048,98,73,34,69,25.2,Low
10049,70,32,57,90,42.0,Medium
10050,44,72,78,34,41.8,Medium
10051,83,68,42,45,33.5,Medium
10052,54,35,63,30,52.3,Medium
10053,45,56,86,23,45.7,Medium
10054,72,91,30,34,34.5,Medium
10055,40,51,71,46,49.9,Medium
10056,86,75,31,98,27.1,Low
10057,44,32,86,29,52.7,Medium
10058,61,65,56,55,39.4,Medium
10059,99,43,96,98,18.5,Low
10060,60,73,81,48,33.1,Medium
10061,90,38,48,46,38.4,Medium
10062,87,38,52,80,35.4,Medium
10063,79,57,82,90,25.9,Low
10064,54,50,93,88,36.0,Medium
10065,95,39,89,53,27.2,Low
10066,45,91,36,61,41.4,Medium
10067,52,62,51,50,45.4,Medium
10068,88,36,81,24,35.4,Medium
10069,97,78,46,93,19.3,Low
10070,43,99,58,27,38.8,Medium
10071,69,97,98,75,16.2,Low
10072,73,39,84,28,39.5,Medium
10073,88,84,65,67,19.9,Low
10074,97,37,46,91,31.8,Medium
10075,77,82,51,46,29.8,Low
10076,58,78,77,80,30.0,Low
10077,49,45,55,98,46.1,Medium
10078,76,52,84,53,31.9,Medium
10079,88,58,72,86,24.4,Low
10080,43,79,31,46,48.3,Medium
10081,88,79,70,66,20.5,Low
10082,45,51,71,79,44.6,Medium
10083,48,47,51,78,48.7,Medium
10084,49,89,86,37,32.8,Medium
10085,57,63,92,34,36.5,Medium
10086,82,35,48,45,42.6,Medium
10087,78,86,65,55,24.5,Low
10088,87,44,94,29,30.3,Medium
10089,63,56,36,24,48.4,Medium
10090,84,52,64,66,31.4,Medium
10091,92,45,33,70,36.1,Medium
10092,43,93,88,29,34.4,Medium
10093,79,99,47,56,23.7,Low
10094,43,93,69,35,37.6,Medium
10095,83,91,66,60,20.3,Low
10096,45,54,85,41,44.7,Medium
10097,84,47,71,82,29.9,Low
10098,98,54,98,98,15.2,Low
10099,51,62,45,62,45.8,Medium
10100,81,39,69,81,34.0,Medium
10101,83,42,51,97,34.3,Medium
10102,99,70,41,89,22.3,Low
10103,76,95,61,39,25.0,Low
10104,55,60,99,96,30.6,Medium
10105,70,30,82,81,38.5,Medium
10106,40,30,35,28,65.2,High
10107,56,79,82,29,34.6,Medium
10108,94,72,95,42,17.6,Low
10109,73,68,67,98,27.2,Low
10110,85,84,67,40,23.4,Low
10111,83,40,48,72,38.0,Medium
10112,47,66,63,50,43.8,Medium
10113,57,57,39,45,47.8,Medium
10114,77,35,49,25,46.4,Medium
10115,81,44,40,22,44.2,Medium
10116,78,36,76,38,39.0,Medium
10117,75,74,73,78,25.4,Low
10118,89,66,96,50,20.4,Low
10119,57,31,91,82,41.5,Medium
10120,55,81,62,27,38.6,Medium
10121,94,42,40,96,32.2,Medium
10122,82,41,47,43,41.2,Medium
10123,65,60,63,66,36.8,Medium
10124,48,99,72,37,33.0,Medium
10125,85,55,75,59,28.6,Low
10126,85,49,61,26,36.5,Medium
10127,55,44,84,56,42.4,Medium
10128,87,54,60,95,27.5,Low
10129,98,50,70,44,27.4,Low
10130,92,61,54,41,30.0,Low
10131,83,92,51,22,26.8,Low
10132,76,52,63,27,38.7,Medium
10133,75,89,76,23,25.8,Low
10134,74,61,71,91,28.8,Low
10135,84,77,60,33,28.0,Low
